$loc,$v,$ev,$iv,$n,$v,$l,$d,$i,$e,$b,$t,$LOComment,$LOBlank,$locCodeAndComment,$uniq_Op,$uniq_Opnd,
$total_Op,$total_Opnd,$branchCount,$<defects
238,5,1,5,799,5489.42,0.04,28.11,195.27,154319.96,1.83,8573.33,134,61,38,0,19,98,509,290,9,0
55,3,1,3,215,1237.3,0.06,18.15,68.18,22455.34,0.41,1247.52,40,1,11,0,17,37,136,79,5,0
31,1,1,1,111,590.73,0.1,9.64,61.26,5696.36,0.2,316.46,19,2,7,0,12,28,66,45,1,0
300,8,1,8,822,5885.41,0.03,28.91,203.58,170141.98,1.96,9452.33,170,82,43,0,22,121,504,318,15,0
135,4,3,4,505,3417.93,0.04,23.26,146.95,79495.75,1.14,4416.43,96,12,24,0,20,89,298,207,7,0
207,11,1,4,413,2806.09,0.03,31.48,89.13,88339.99,0.94,4907.78,102,56,46,0,30,81,243,170,19,0
104,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
120,5,1,4,745,4905.8,0.03,31.45,156,154274.41,1.64,8570.8,77,16,23,0,20,76,506,239,9,0
32,1,1,1,108,549.45,0.09,11,49.95,6043.91,0.18,335.77,19,1,9,0,11,23,62,46,1,0
39,1,1,1,154,873.55,0.09,11.35,76.96,9916.01,0.29,550.89,25,1,10,0,14,37,94,60,1,0
49,2,1,2,185,1079.08,0.08,12.86,83.93,13873.95,0.36,770.77,33,1,12,0,15,42,113,72,3,0
87,4,1,2,406,2496.8,0.04,27.06,92.27,67560.4,0.83,3753.36,45,20,18,0,20,51,268,138,7,0
90,4,1,2,435,2692.57,0.04,27.55,97.74,74172.78,0.9,4120.71,46,22,18,0,20,53,289,146,7,0
110,5,3,3,374,2371.1,0.04,23.77,99.75,56362.31,0.79,3131.24,64,22,20,0,20,61,229,145,9,0
352,8,1,8,1063,7802.26,0.03,33.18,235.18,258849.82,2.6,14380.55,205,93,50,0,23,139,662,401,15,0
222,6,3,4,718,4830.65,0.03,36.93,130.81,178388.89,1.61,9910.49,123,60,36,0,22,84,436,282,11,0
89,1,1,1,405,2660.79,0.06,15.59,170.62,41494.88,0.89,2305.27,59,2,18,6,16,79,251,154,1,0
202,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
68,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
56,3,1,1,421,2506.72,0.04,24.56,102.08,61553.82,0.84,3419.66,36,1,15,0,17,45,291,130,5,0
43,1,1,1,181,1051.13,0.09,11.5,91.4,12088.01,0.35,671.56,28,1,11,0,14,42,112,69,1,0
5,1,1,1,29,103.96,0.29,3.5,29.7,363.87,0.03,20.22,3,0,0,0,4,8,15,14,1,0
86,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
84,4,1,4,272,1683.63,0.06,17.51,96.16,29478.87,0.56,1637.72,51,16,13,0,18,55,165,107,7,0
77,2,1,2,243,1494.39,0.07,13.82,108.15,20649.73,0.5,1147.21,45,14,14,0,16,55,148,95,3,0
42,1,1,1,170,959.46,0.09,11.24,85.34,10787.39,0.32,599.3,30,0,9,0,13,37,106,64,1,0
40,1,1,1,120,647.08,0.09,10.76,60.15,6961.67,0.22,386.76,23,5,9,0,13,29,72,48,1,0
12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,1,1,1,111,590.73,0.1,9.64,61.26,5696.36,0.2,316.46,19,2,7,0,12,28,66,45,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
5,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,1,0,3,1,3,1,1,0
19,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
13,2,1,2,39,171.3,0.12,8.25,20.76,1413.23,0.06,78.51,8,0,3,0,11,10,24,15,3,0
11,1,1,1,45,191.16,0.13,7.78,24.58,1486.77,0.06,82.6,7,0,2,0,10,9,31,14,1,0
16,2,1,2,31,111.13,0.17,6,18.52,666.8,0.04,37.04,12,0,2,0,6,6,19,12,3,0
96,10,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
19,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
12,2,1,2,40,169.92,0.18,5.54,30.68,941.08,0.06,52.28,8,0,1,0,6,13,16,24,3,0
6,1,1,1,23,79.57,0.32,3.14,25.32,250.07,0.03,13.89,3,0,0,0,4,7,12,11,1,0
16,1,1,1,29,118.54,0.24,4.09,28.98,484.92,0.04,26.94,9,0,3,2,6,11,14,15,1,0
15,1,1,1,56,237.88,0.09,10.55,22.56,2508.59,0.08,139.37,5,0,4,4,8,11,27,29,1,0
65,5,3,4,263,1476.67,0.03,30.02,49.2,44323.13,0.49,2462.4,37,18,7,0,17,32,150,113,9,0
20,1,1,1,56,266.27,0.13,7.91,33.68,2105.23,0.09,116.96,13,0,4,0,11,16,33,23,1,0
55,2,1,2,187,908.44,0.05,21.15,42.95,19213.56,0.3,1067.42,36,0,13,4,9,20,93,94,3,0
79,6,1,3,226,1268.92,0.03,31.06,40.85,39418.52,0.42,2189.92,49,7,9,5,18,31,119,107,11,0
23,2,1,2,63,280.94,0.1,9.69,28.99,2723,0.09,151.28,16,0,4,0,9,13,35,28,3,0
19,2,1,2,88,398.07,0.04,24.05,16.55,9573.67,0.13,531.87,13,0,2,0,13,10,51,37,3,0
19,2,1,2,49,224.66,0.1,10.5,21.4,2358.96,0.07,131.05,14,0,2,0,12,12,28,21,3,0
7,1,1,1,23,89.86,0.3,3.33,26.96,299.53,0.03,16.64,4,0,1,0,6,9,13,10,1,0
43,1,1,1,370,1739.16,0.02,41.33,42.08,71885.39,0.58,3993.63,30,0,11,0,8,18,184,186,1,0
26,3,1,3,88,454.95,0.09,11.45,39.72,5211.28,0.15,289.52,18,0,5,0,14,22,52,36,5,0
23,1,1,1,103,548.16,0.13,7.55,72.62,4137.71,0.18,229.87,16,0,3,0,9,31,51,52,1,0
29,3,1,2,83,435.58,0.06,16.2,26.89,7056.36,0.15,392.02,21,0,6,0,18,20,47,36,5,0
7,1,1,1,23,89.86,0.3,3.33,26.96,299.53,0.03,16.64,4,0,1,0,6,9,13,10,1,0
84,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
6,1,1,1,7,18.09,0.67,1.5,12.06,27.14,0.01,1.51,2,0,2,0,3,3,4,3,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
6,1,1,1,14,48.43,0.19,5.33,9.08,258.3,0.02,14.35,3,0,1,0,8,3,10,4,1,0
6,1,1,1,14,48.43,0.19,5.33,9.08,258.3,0.02,14.35,3,0,1,0,8,3,10,4,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,0
4,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,0
21,3,1,2,53,257.47,0.14,7.33,35.11,1888.14,0.09,104.9,15,0,4,0,11,18,29,24,5,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
20,1,1,1,89,448.95,0.08,12.53,35.84,5623.7,0.15,312.43,14,0,4,0,14,19,55,34,1,0
16,2,1,2,35,148.68,0.12,8.33,17.84,1238.98,0.05,68.83,11,0,3,0,10,9,20,15,3,0
8,1,1,1,23,94.01,0.16,6.42,14.65,603.24,0.03,33.51,4,0,2,0,11,6,16,7,1,0
50,8,7,6,140,764.32,0.06,16.69,45.81,12752.83,0.25,708.49,31,9,8,0,17,27,87,53,15,0
11,1,1,1,25,106.2,0.18,5.56,19.12,589.99,0.04,32.78,6,0,3,0,10,9,15,10,1,0
20,4,1,2,46,210.91,0.1,10,21.09,2109.08,0.07,117.17,13,0,4,1,12,12,26,20,7,0
15,1,1,1,52,238.42,0.16,6.3,37.84,1502.03,0.08,83.45,8,0,4,1,9,15,31,21,1,0
11,1,1,1,21,79.95,0.19,5.33,14.99,426.42,0.03,23.69,5,0,4,0,8,6,13,8,1,0
17,2,1,2,36,155.59,0.13,8,19.45,1244.72,0.05,69.15,11,0,4,0,10,10,20,16,3,0
8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
27,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
38,5,1,3,152,803.38,0.04,22.41,35.85,18003.04,0.27,1000.17,29,0,7,0,17,22,94,58,9,0
31,3,1,2,149,813.46,0.05,18.35,44.34,14923.78,0.27,829.1,22,0,7,0,18,26,96,53,5,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
7,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
16,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
9,1,1,1,42,178.41,0.14,7.2,24.78,1284.57,0.06,71.37,5,0,2,0,9,10,26,16,1,0
8,1,1,1,25,83.05,0.25,4,20.76,332.19,0.03,18.46,5,0,1,0,4,6,13,12,1,0
18,1,1,1,41,185.47,0.67,1.5,123.64,278.2,0.06,15.46,11,0,1,0,3,20,21,20,1,0
8,5,5,1,37,140.87,0.11,9.33,15.09,1314.81,0.05,73.04,6,0,0,0,8,6,23,14,9,0
29,12,1,1,101,436.51,0.03,33,13.23,14404.99,0.15,800.28,24,0,3,0,12,8,57,44,23,0
17,1,1,1,89,408.06,0.08,11.85,34.45,4833.96,0.14,268.55,11,0,4,0,11,13,61,28,1,0
22,2,1,1,76,376.52,0.07,14.4,26.15,5421.87,0.13,301.22,14,0,6,0,16,15,49,27,3,0
6,1,1,1,14,48.43,0.23,4.38,11.07,211.89,0.02,11.77,3,0,1,0,7,4,9,5,1,0
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,1,1,1,89,363.78,0.08,12.29,29.6,4471.51,0.12,248.42,10,0,2,0,5,12,30,59,1,0
5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
19,1,1,1,54,250.77,0.13,7.46,33.6,1871.81,0.08,103.99,13,0,2,0,11,14,35,19,1,0
15,1,1,1,56,256.76,0.12,8.03,31.94,2063.94,0.09,114.66,9,0,3,0,11,13,37,19,1,0
37,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5,1,1,1,19,74.23,0.25,4,18.56,296.92,0.02,16.5,3,0,0,0,8,7,12,7,1,0
14,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
16,3,1,3,49,218.51,0.11,9.5,23,2075.87,0.07,115.33,10,1,2,0,11,11,30,19,5,0
28,5,1,2,69,351.03,0.09,11.56,30.38,4056.4,0.12,225.36,20,0,6,0,16,18,43,26,7,0
5,1,1,1,14,46.51,0.33,3,15.5,139.52,0.02,7.75,3,0,0,0,5,5,8,6,1,0
6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,1,1,1,45,197.65,0.11,8.8,22.46,1739.36,0.07,96.63,6,0,3,0,11,10,29,16,1,0
29,6,1,6,120,638.63,0.05,19,33.61,12134,0.21,674.11,20,0,6,1,19,21,78,42,8,0
11,1,1,1,45,197.65,0.11,8.8,22.46,1739.36,0.07,96.63,6,0,3,0,11,10,29,16,1,0
11,1,1,1,45,197.65,0.11,8.8,22.46,1739.36,0.07,96.63,6,0,3,0,11,10,29,16,1,0
8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,2,1,2,13,41.21,0.2,5,8.24,206.05,0.01,11.45,6,1,1,0,6,3,8,5,3,0
64,6,1,6,184,1063.77,0.05,20.85,51.03,22176.65,0.35,1232.04,41,14,6,0,19,36,105,79,11,0
12,1,1,1,38,164.23,0.13,7.94,20.67,1304.74,0.05,72.49,7,0,3,0,11,9,25,13,1,0
33,3,1,3,135,737.02,0.11,9.38,78.62,6909.59,0.25,383.87,26,2,3,0,12,32,85,50,5,0
4,1,1,1,8,24,0.4,2.5,9.6,60,0.01,3.33,2,0,0,0,5,3,5,3,1,0
10,3,1,3,41,187.98,0.13,7.5,25.06,1409.88,0.06,78.33,6,0,2,0,12,12,26,15,5,0
73,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
100,11,6,7,196,1143.25,0.04,23.24,49.19,26572.76,0.38,1476.26,63,28,7,0,20,37,110,86,21,0
11,1,1,1,45,197.65,0.11,8.8,22.46,1739.36,0.07,96.63,6,0,3,0,11,10,29,16,1,0
11,1,1,1,45,197.65,0.11,8.8,22.46,1739.36,0.07,96.63,6,0,3,0,11,10,29,16,1,0
8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7,1,1,1,33,122.11,0.18,5.57,21.92,680.35,0.04,37.8,4,0,1,0,6,7,20,13,1,0
4,1,1,1,19,76,0.2,5,15.2,380,0.03,21.11,2,0,0,0,10,6,13,6,1,0
56,9,7,5,165,900.81,0.03,31,29.06,27924.99,0.3,1551.39,42,0,12,0,22,22,103,62,17,0
39,8,1,7,138,757.88,0.07,14.9,50.88,11289.73,0.25,627.21,26,2,8,1,16,29,84,54,15,0
56,9,7,8,189,1087.67,0.06,17.23,63.13,18740.32,0.36,1041.13,37,7,10,0,17,37,114,75,17,0
18,2,1,2,62,298.06,0.1,10.4,28.66,3099.78,0.1,172.21,13,0,3,0,13,15,38,24,3,0
10,1,1,1,34,149.34,0.15,6.82,21.9,1018.22,0.05,56.57,6,0,2,0,10,11,19,15,1,0
6,1,1,1,14,46.51,0.33,3,15.5,139.52,0.02,7.75,3,0,1,0,5,5,8,6,1,0
5,1,1,1,23,94.01,0.2,5.06,18.57,475.93,0.03,26.44,3,0,0,0,9,8,14,9,1,0
21,2,1,2,76,380,0.11,9,42.22,3420,0.13,190,13,0,6,0,12,20,46,30,3,0
26,4,1,2,125,646.24,0.04,25.15,25.7,16251.05,0.22,902.84,19,0,5,0,19,17,80,45,7,0
30,4,1,4,119,600.28,0.06,17.32,34.67,10394.37,0.2,577.47,24,0,4,0,14,19,72,47,7,0
22,5,3,5,98,502.67,0.05,19.59,25.66,9846.41,0.17,547.02,16,0,4,0,18,17,61,37,9,0
37,5,1,4,147,765.79,0.05,21.68,35.33,16598.49,0.26,922.14,30,0,5,0,17,20,96,51,9,0
38,5,1,4,156,818.68,0.05,21.86,37.46,17893.93,0.27,994.11,31,0,5,0,17,21,102,54,9,0
14,1,1,1,79,329.42,0.06,16.88,19.52,5559.03,0.11,308.84,8,0,4,0,10,8,52,27,1,0
15,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
11,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
26,3,1,3,65,301.85,0.09,11.54,26.16,3482.89,0.1,193.49,12,7,3,1,12,13,40,25,5,0
11,1,1,1,45,197.65,0.11,8.8,22.46,1739.36,0.07,96.63,6,0,3,0,11,10,29,16,1,0
17,1,1,1,80,371.51,0.09,10.61,35.02,3940.64,0.12,218.92,11,0,3,0,11,14,53,27,1,0
10,2,1,2,13,41.21,0.2,5,8.24,206.05,0.01,11.45,6,1,1,0,6,3,8,5,3,0
7,1,1,1,43,179.31,0.11,9.38,19.13,1681,0.06,93.39,4,0,1,0,10,8,28,15,1,0
8,1,1,1,23,95.91,0.16,6.29,15.26,602.85,0.03,33.49,4,0,2,0,11,7,15,8,1,0
23,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,1,1,1,68,330.34,0.09,11.67,28.32,3854,0.11,214.11,10,0,3,0,14,15,43,25,1,0
20,3,1,2,111,569.35,0.05,20.12,28.3,11453.99,0.19,636.33,15,0,3,0,18,17,73,38,5,0
25,3,1,2,130,696.48,0.06,18,38.69,12536.67,0.23,696.48,19,0,4,0,18,23,84,46,5,0
23,3,1,2,126,661.24,0.05,19.8,33.4,13092.53,0.22,727.36,18,0,3,0,18,20,82,44,5,0
35,4,1,3,132,702.49,0.06,17.37,40.44,12202.02,0.23,677.89,21,4,7,1,17,23,85,47,7,0
41,6,4,6,163,842.7,0.03,30.5,27.63,25702.28,0.28,1427.9,25,4,8,1,18,18,102,61,11,0
23,5,3,5,101,518.05,0.05,20.12,25.75,10422.1,0.17,579.01,17,0,4,0,18,17,63,38,9,0
5,1,1,1,23,94.01,0.2,5.06,18.57,475.93,0.03,26.44,3,0,0,0,9,8,14,9,1,0
11,1,1,1,45,197.65,0.11,8.8,22.46,1739.36,0.07,96.63,6,0,3,0,11,10,29,16,1,0
13,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
8,1,1,1,26,106.27,0.16,6.43,16.53,683.19,0.04,37.96,5,0,1,0,10,7,17,9,1,0
21,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
12,5,3,5,32,128,0.13,7.71,16.59,987.43,0.04,54.86,9,0,1,0,9,7,20,12,9,0
26,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
26,4,1,4,67,322.09,0.07,14.42,22.33,4645.57,0.11,258.08,18,3,3,0,15,13,42,25,7,0
13,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
26,4,1,2,123,630.9,0.04,23.82,26.48,15030.31,0.21,835.02,20,0,4,0,18,17,78,45,7,0
17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,3,1,2,32,135.93,0.2,5.09,26.7,692.03,0.05,38.45,9,1,2,0,8,11,18,14,5,0
3,1,1,1,8,18.58,0.17,6,3.1,111.45,0.01,6.19,1,0,0,0,4,1,5,3,1,0
5,1,1,1,11,33,0.5,2,16.5,66,0.01,3.67,3,0,0,0,4,4,7,4,1,0
13,1,1,1,193,896.26,0.06,18,49.79,16132.76,0.3,896.26,11,0,0,0,10,15,139,54,1,0
30,1,1,1,396,2107.48,0.05,21,100.36,44257.15,0.7,2458.73,23,0,5,0,10,30,270,126,1,0
9,1,1,1,16,55.35,0.11,9,6.15,498.16,0.02,27.68,4,0,2,0,9,2,12,4,1,0
10,1,1,1,16,55.35,0.11,9,6.15,498.16,0.02,27.68,4,0,3,0,9,2,12,4,1,0
9,1,1,1,16,55.35,0.11,9,6.15,498.16,0.02,27.68,4,0,2,0,9,2,12,4,1,0
17,2,1,2,26,96.21,0.29,3.44,27.99,330.73,0.03,18.37,12,0,3,0,5,8,15,11,3,0
17,2,1,2,26,96.21,0.29,3.44,27.99,330.73,0.03,18.37,12,0,3,0,5,8,15,11,3,0
11,2,1,1,19,68.11,0.18,5.6,12.16,381.44,0.02,21.19,7,0,2,0,7,5,11,8,3,0
5,1,1,1,7,16.25,0.67,1.5,10.84,24.38,0.01,1.35,3,0,0,0,3,2,5,2,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
16,3,1,2,25,97.67,0.18,5.71,17.09,558.13,0.03,31.01,11,0,3,0,8,7,15,10,5,0
26,3,1,3,103,505.41,0.04,23.43,21.57,11841.03,0.17,657.83,18,3,3,0,16,14,62,41,5,0
10,1,1,1,20,80,0.29,3.5,22.86,280,0.03,15.56,5,1,2,0,7,9,11,9,1,0
20,1,1,1,63,276.72,0.13,7.75,35.71,2144.55,0.09,119.14,11,1,6,0,7,14,32,31,1,0
22,3,1,3,34,144.43,0.17,5.85,24.69,844.91,0.05,46.94,16,1,3,0,9,10,21,13,5,0
46,11,10,7,98,480.88,0.12,8.57,56.1,4121.79,0.16,228.99,29,5,7,3,9,21,58,40,21,0
26,6,6,3,45,197.65,0.1,10,19.77,1976.54,0.07,109.81,19,0,4,1,12,9,30,15,11,0
67,18,1,18,199,1215.6,0.05,21.6,56.28,26256.88,0.41,1458.72,62,0,2,0,24,45,118,81,19,0
4,1,1,1,8,24,0.33,3,8,72,0.01,4,2,0,0,0,6,2,6,2,1,0
16,4,4,4,40,175.69,0.15,6.82,25.77,1197.9,0.06,66.55,9,3,2,0,10,11,25,15,7,0
10,2,1,2,14,50.19,0.29,3.5,14.34,175.66,0.02,9.76,6,1,1,0,7,5,9,5,3,0
5,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,1,0,4,3,4,3,1,0
5,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,1,0,3,1,3,1,1,0
14,2,1,2,50,229.25,0.14,7.2,31.84,1650.59,0.08,91.7,10,0,2,0,9,15,26,24,3,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
26,3,1,3,51,247.76,0.17,6.05,40.93,1499.58,0.08,83.31,17,4,3,0,10,19,28,23,5,0
67,7,1,7,172,875.04,0.04,27.3,32.04,23888.69,0.29,1327.15,54,0,11,0,14,20,94,78,9,0
94,25,23,12,320,1890.2,0.03,33.38,56.62,63103.77,0.63,3505.76,70,0,16,6,21,39,196,124,49,0
5,1,1,1,8,22.46,0.5,2,11.23,44.92,0.01,2.5,3,0,0,0,4,3,5,3,1,0
46,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
26,3,1,3,87,369.57,0.06,17.78,20.79,6570.13,0.12,365.01,22,0,2,0,10,9,55,32,5,0
14,3,1,1,40,175.69,0.11,9.35,18.79,1642.73,0.06,91.26,12,0,0,0,11,10,23,17,5,0
47,7,7,7,166,822.4,0.03,32.34,25.43,26599.39,0.27,1477.74,38,0,7,0,15,16,97,69,13,0
39,13,12,9,154,845.75,0.04,23.6,35.84,19959.59,0.28,1108.87,34,0,3,0,20,25,95,59,25,0
28,3,1,3,41,187.98,0.13,7.5,25.06,1409.88,0.06,78.33,17,5,4,0,12,12,26,15,5,0
2,1,1,1,15,51.89,0.19,5.25,9.88,272.43,0.02,15.14,0,0,0,0,7,4,9,6,1,0
21,2,1,1,53,246.12,0.08,12.73,19.34,3132.49,0.08,174.03,11,4,4,0,14,11,33,20,3,0
18,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
7,3,1,1,21,77.71,0.09,11.67,6.66,906.61,0.03,50.37,5,0,0,0,10,3,14,7,5,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
16,3,3,1,36,155.59,0.08,12,12.97,1867.07,0.05,103.73,10,1,3,0,12,8,20,16,5,0
4,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
69,8,6,4,191,1141.66,0.04,24.31,46.97,27751.13,0.38,1541.73,52,8,6,1,24,39,112,79,15,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
22,1,1,1,59,211.51,0.09,11,19.23,2326.64,0.07,129.25,8,6,6,0,6,6,37,22,1,0
50,5,1,3,190,974.56,0.03,29.28,33.29,28533.06,0.32,1585.17,28,8,11,1,17,18,128,62,9,0
93,13,9,2,385,2255.32,0.01,70.47,32,158925.07,0.75,8829.17,64,10,14,3,28,30,234,151,25,0
92,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
17,2,1,1,24,101.95,0.19,5.4,18.88,550.53,0.03,30.59,11,0,4,0,9,10,12,12,3,0
38,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
